School Year,State,NCES LEA ID,Local Education Agency (School District) Name,Data Group ID,Data Description,Value,Number of Valid Test Takers,Category
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.4,34071,Economically Disadvantaged
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,53,74,Foster care students
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,1079,Homeless
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,41,1430,English Learner
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,875,Asian
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,348,American Indian or Alaska Native
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,914,Asian / Pacific Islander
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.6,24230,Black or African American
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.1,3265,Hispanic/Latino
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,796,Two or more races
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,39,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.9,23689,White or Caucasian (not Hispanic)
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.1,53244,All Students
2018-2019,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.7,5053,Children with one or more disabilities (IDEA)
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.4,6738,Economically Disadvantaged
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,48,82,Foster care students
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,531,Homeless
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,516,English Learner
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,341,Asian
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,116,American Indian or Alaska Native
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,94,360,Asian / Pacific Islander
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,493,Black or African American
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,306,Hispanic/Latino
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,258,Two or more races
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=80,19,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.8,12797,White or Caucasian (not Hispanic)
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.4,14330,All Students
2018-2019,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,2838,Children with one or more disabilities (IDEA)
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.7,20292,Economically Disadvantaged
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,48,176,Foster care students
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,1112,Homeless
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,53.7,4055,English Learner
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,96.5,4255,Asian
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,151,American Indian or Alaska Native
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,96.3,4336,Asian / Pacific Islander
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.3,22081,Black or African American
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.4,10613,Hispanic/Latino
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,2435,Two or more races
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,81,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,93.4,24548,White or Caucasian (not Hispanic)
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.9,64164,All Students
2018-2019,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.5,5463,Children with one or more disabilities (IDEA)
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.5,28450,Economically Disadvantaged
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,58,557,Foster care students
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,2786,Homeless
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.6,7345,English Learner
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,95.2,4793,Asian
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,169,American Indian or Alaska Native
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,95,4871,Asian / Pacific Islander
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.9,7180,Black or African American
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.4,14043,Hispanic/Latino
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,2135,Two or more races
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,78,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.7,46669,White or Caucasian (not Hispanic)
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,75067,All Students
2018-2019,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.9,14799,Children with one or more disabilities (IDEA)
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.8,55612,Economically Disadvantaged
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,44,600,Foster care students
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,58.4,3472,Homeless
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.2,5347,English Learner
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.6,4071,Asian
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,825,American Indian or Alaska Native
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.3,4181,Asian / Pacific Islander
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.2,21100,Black or African American
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.6,8735,Hispanic/Latino
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.2,3762,Two or more races
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,110,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.7,82347,White or Caucasian (not Hispanic)
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.4,120950,All Students
2018-2019,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,57.8,14044,Children with one or more disabilities (IDEA)
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.1,29635,Economically Disadvantaged
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,49,2910,Homeless
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.2,5868,English Learner
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.6,4515,Asian
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,51,1213,American Indian or Alaska Native
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.3,4566,Asian / Pacific Islander
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.9,7518,Black or African American
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.9,5896,Hispanic/Latino
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,2179,Two or more races
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,51,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.7,46942,White or Caucasian (not Hispanic)
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.7,68314,All Students
2018-2019,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,10609,Children with one or more disabilities (IDEA)
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.2,21979,Economically Disadvantaged
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,99,Foster care students
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,813,Homeless
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,363,English Learner
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,395,Asian
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,77,American Indian or Alaska Native
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,407,Asian / Pacific Islander
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.9,16700,Black or African American
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,1101,Hispanic/Latino
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,367,Two or more races
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,12,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.4,15284,White or Caucasian (not Hispanic)
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,33936,All Students
2018-2019,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,42.2,3613,Children with one or more disabilities (IDEA)
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.6,28280,Economically Disadvantaged
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,402,Foster care students
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,2878,Homeless
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,1153,English Learner
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,300,American Indian or Alaska Native
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,1530,Asian / Pacific Islander
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.6,10503,Black or African American
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.3,3983,Hispanic/Latino
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,1871,Two or more races
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.9,48221,White or Caucasian (not Hispanic)
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.7,66408,All Students
2018-2019,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.7,7573,Children with one or more disabilities (IDEA)
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.6,4773,Economically Disadvantaged
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,54,Foster care students
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,644,Homeless
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,417,English Learner
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=95,71,Asian
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,1091,American Indian or Alaska Native
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,102,Asian / Pacific Islander
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,107,Black or African American
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,420,Hispanic/Latino
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,294,Two or more races
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,31,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.6,8377,White or Caucasian (not Hispanic)
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.6,10391,All Students
2018-2019,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,1311,Children with one or more disabilities (IDEA)
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.4,9279,Economically Disadvantaged
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,51,205,Foster care students
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,324,Homeless
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,49,956,English Learner
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,629,Asian
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,329,American Indian or Alaska Native
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,657,Asian / Pacific Islander
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,1545,Black or African American
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.5,4264,Hispanic/Latino
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,681,Two or more races
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,28,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.5,15698,White or Caucasian (not Hispanic)
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.4,23174,All Students
2018-2019,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,2744,Children with one or more disabilities (IDEA)
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.8,24052,Economically Disadvantaged
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,44,242,Foster care students
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,819,Homeless
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.8,5281,English Learner
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,94,2525,Asian
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,351,American Indian or Alaska Native
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,93.3,3013,Asian / Pacific Islander
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.2,4076,Black or African American
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,15297,Hispanic/Latino
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,2004,Two or more races
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,488,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.3,12101,White or Caucasian (not Hispanic)
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.1,36842,All Students
2018-2019,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.2,3902,Children with one or more disabilities (IDEA)
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.2,4259,Economically Disadvantaged
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,39,138,Foster care students
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,485,Homeless
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,409,English Learner
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,454,Asian
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=80,30,American Indian or Alaska Native
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,466,Asian / Pacific Islander
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,326,Black or African American
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,760,Hispanic/Latino
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,237,Two or more races
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,12,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.5,12165,White or Caucasian (not Hispanic)
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.4,13984,All Students
2018-2019,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,2348,Children with one or more disabilities (IDEA)
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,35733,Economically Disadvantaged
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,58,257,Foster care students
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,582,Homeless
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.4,5512,English Learner
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,97,10198,Asian
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,116,American Indian or Alaska Native
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,96.9,10407,Asian / Pacific Islander
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.3,17011,Black or African American
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.5,27249,Hispanic/Latino
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,1110,Two or more races
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,209,Native Hawaiian/Other Pacific Islander or Pacific Islander
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,94.9,50777,White or Caucasian (not Hispanic)
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.6,106670,All Students
2018-2019,NEW JERSEY,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.2,15955,Children with one or more disabilities (IDEA)
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,16642,Economically Disadvantaged
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,38,137,Foster care students
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,52,2599,Homeless
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.3,8182,English Learner
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,477,Asian
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,2825,American Indian or Alaska Native
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,477,Asian / Pacific Islander
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,605,Black or African American
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.5,15859,Hispanic/Latino
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,6326,White or Caucasian (not Hispanic)
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.1,26092,All Students
2018-2019,NEW MEXICO,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.7,3749,Children with one or more disabilities (IDEA)
2018-2019,NEW YORK,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.4,110285,Economically Disadvantaged
2018-2019,NEW YORK,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,200,Foster care students
2018-2019,NEW YORK,,,695,Four-Year Adjusted-Cohort Graduation Rates,59.3,8235,Homeless
